camdist,camang,pattdist,gap,pixrange
2500.0,90.0,2000.0,1.0,[100, 2500]
R,sx,sy
29853.8108282,0.322009277438,29852.7864717
ldx,ldy,slopeerror,vsm
-323.544289104,0.732632739837,-8.7308480873e-06,-538.407163997
-322.870479246,0.725328429523,-8.72966168011e-06,-537.288422678
-322.196663491,0.718039265397,-8.72850774405e-06,-536.16965572
-321.522841851,0.710765248002,-8.72738622451e-06,-535.050863175
-320.84901434,0.703506377878,-8.7262970665e-06,-533.932045097
-320.175180968,0.696262655563,-8.72524021519e-06,-532.813201538
-319.501341749,0.689034081598,-8.72421561542e-06,-531.69433255
-318.827496694,0.681820656519,-8.72322321263e-06,-530.575438185
-318.153645815,0.674622380862,-8.722262951e-06,-529.456518498
-317.479789126,0.667439255164,-8.72133477619e-06,-528.337573539
-316.805926637,0.660271279956,-8.72043863259e-06,-527.218603362
-316.132058362,0.653118455772,-8.7195744649e-06,-526.099608019
-315.458184311,0.645980783145,-8.71874221781e-06,-524.980587562
-314.784304499,0.638858262605,-8.71794183632e-06,-523.861542045
-314.110418936,0.631750894681,-8.71717326476e-06,-522.74247152
-313.436527635,0.624658679902,-8.71643644764e-06,-521.62337604
-312.762630609,0.617581618796,-8.71573132959e-06,-520.504255656
-312.088727869,0.610519711887,-8.71505785504e-06,-519.385110423
-311.414819427,0.603472959703,-8.71441596828e-06,-518.265940391
-310.740905297,0.596441362766,-8.71380561343e-06,-517.146745615
-310.066985489,0.589424921601,-8.7132267352e-06,-516.027526146
-309.393060017,0.582423636727,-8.7126792776e-06,-514.908282037
-308.719128892,0.575437508667,-8.71216318478e-06,-513.789013342
-308.045192127,0.568466537941,-8.71167840094e-06,-512.669720112
-307.371249733,0.561510725066,-8.71122486985e-06,-511.5504024
-306.697301724,0.55457007056,-8.71080253598e-06,-510.431060259
-306.023348111,0.547644574939,-8.71041134293e-06,-509.311693741
-305.349388907,0.540734238719,-8.71005123469e-06,-508.1923029
-304.675424124,0.533839062413,-8.70972215519e-06,-507.072887787
-304.001453773,0.526959046535,-8.70942404829e-06,-505.953448457
-303.327477868,0.520094191596,-8.70915685744e-06,-504.83398496
-302.653496419,0.513244498107,-8.70892052658e-06,-503.71449735
-301.979509441,0.506409966579,-8.70871499919e-06,-502.594985681
-301.305516945,0.499590597518,-8.70854021907e-06,-501.475450003
-300.631518942,0.492786391434,-8.70839612972e-06,-500.355890371
-299.957515446,0.485997348832,-8.70828267432e-06,-499.236306836
-299.283506468,0.479223470217,-8.70819979648e-06,-498.116699452
-298.609492021,0.472464756094,-8.70814743959e-06,-496.997068272
-297.935472117,0.465721206966,-8.70812554706e-06,-495.877413347
-297.261446768,0.458992823334,-8.70813406214e-06,-494.757734732
-296.587415987,0.452279605699,-8.70817292785e-06,-493.638032477
-295.913379785,0.445581554561,-8.70824208744e-06,-492.518306638
-295.239338175,0.438898670418,-8.70834148439e-06,-491.398557265
-294.565291169,0.43223095377,-8.70847106117e-06,-490.278784412
-293.891238779,0.42557840511,-8.70863076136e-06,-489.158988132
-293.217181018,0.418941024936,-8.70882052746e-06,-488.039168477
-292.543117898,0.412318813739,-8.70904030265e-06,-486.919325501
-291.86904943,0.405711772014,-8.70929002959e-06,-485.799459256
-291.194975628,0.399119900253,-8.70956965121e-06,-484.679569794
-290.520896503,0.392543198947,-8.70987911054e-06,-483.559657169
-289.846812068,0.385981668585,-8.71021834978e-06,-482.439721434
-289.172722335,0.379435309656,-8.71058731205e-06,-481.319762641
-288.498627316,0.372904122647,-8.71098593952e-06,-480.199780843
-287.824527023,0.366388108045,-8.71141417495e-06,-479.079776093
-287.150421469,0.359887266335,-8.71187196089e-06,-477.959748444
-286.476310666,0.353401598,-8.71235923993e-06,-476.839697948
-285.802194625,0.346931103525,-8.71287595428e-06,-475.719624659
-285.128073361,0.340475783391,-8.71342204611e-06,-474.59952863
-284.453946883,0.334035638078,-8.71399745791e-06,-473.479409912
-283.779815205,0.327610668067,-8.7146021322e-06,-472.35926856
-283.10567834,0.321200873836,-8.71523601081e-06,-471.239104626
-282.431536298,0.314806255863,-8.71589903593e-06,-470.118918162
-281.757389094,0.308426814623,-8.71659114972e-06,-468.998709223
-281.083236737,0.302062550592,-8.7173122943e-06,-467.87847786
-280.409079242,0.295713464244,-8.71806241166e-06,-466.758224126
-279.73491662,0.289379556053,-8.71884144377e-06,-465.637948075
-279.060748883,0.28306082649,-8.71964933248e-06,-464.51764976
-278.386576045,0.276757276026,-8.72048601954e-06,-463.397329232
-277.712398116,0.270468905131,-8.72135144708e-06,-462.276986546
-277.038215109,0.264195714273,-8.72224555641e-06,-461.156621754
-276.364027036,0.257937703919,-8.72316828965e-06,-460.036234909
-275.689833911,0.251694874536,-8.72411958816e-06,-458.915826064
-275.015635744,0.24546722659,-8.72509939386e-06,-457.795395272
-274.341432548,0.239254760544,-8.72610764801e-06,-456.674942586
-273.667224336,0.233057476861,-8.72714429212e-06,-455.554468059
-272.993011119,0.226875376003,-8.72820926783e-06,-454.433971744
-272.31879291,0.220708458432,-8.72930251653e-06,-453.313453693
-271.644569722,0.214556724606,-8.73042397943e-06,-452.192913961
-270.970341565,0.208420174984,-8.73157359808e-06,-451.072352599
-270.296108454,0.202298810023,-8.73275131353e-06,-449.95176966
-269.621870399,0.196192630181,-8.73395706721e-06,-448.831165199
-268.947627413,0.190101635911,-8.73519080009e-06,-447.710539267
-268.273379509,0.184025827669,-8.73645245335e-06,-446.589891918
-267.599126698,0.177965205906,-8.73774196809e-06,-445.469223204
-266.924868994,0.171919771076,-8.73905928546e-06,-444.34853318
-266.250606407,0.165889523628,-8.74040434621e-06,-443.227821897
-265.576338951,0.159874464013,-8.74177709154e-06,-442.107089409
-264.902066637,0.153874592678,-8.74317746215e-06,-440.986335768
-264.227789478,0.147889910073,-8.7446053987e-06,-439.865561029
-263.553507487,0.141920416641,-8.74606084245e-06,-438.744765244
-262.879220675,0.135966112829,-8.74754373388e-06,-437.623948465
-262.204929054,0.13002699908,-8.74905401343e-06,-436.503110746
-261.530632638,0.124103075837,-8.75059162214e-06,-435.382252141
-260.856331437,0.118194343543,-8.75215650057e-06,-434.261372701
-260.182025465,0.112300802638,-8.75374858906e-06,-433.140472481
-259.507714734,0.106422453561,-8.75536782829e-06,-432.019551533
-258.833399256,0.100559296751,-8.75701415857e-06,-430.89860991
-258.159079042,0.0947113326456,-8.75868752049e-06,-429.777647666
-257.484754107,0.0888785616808,-8.76038785422e-06,-428.656664853
-256.810424461,0.0830609842919,-8.76211510021e-06,-427.535661525
-256.136090117,0.077258600913,-8.76386919897e-06,-426.414637735
-255.461751087,0.0714714119763,-8.76565009032e-06,-425.293593535
-254.787407384,0.0656994179135,-8.7674577145e-06,-424.172528979
-254.11305902,0.0599426191552,-8.76929201186e-06,-423.05144412
-253.438706006,0.0542010161316,-8.7711529224e-06,-421.930339012
-252.764348356,0.0484746092711,-8.77304038618e-06,-420.809213706
-252.089986082,0.0427633990003,-8.77495434306e-06,-419.688068258
-251.415619195,0.0370673857451,-8.77689473292e-06,-418.566902718
-250.741247709,0.0313865699313,-8.77886149603e-06,-417.445717141
-250.066871635,0.0257209519827,-8.7808545721e-06,-416.32451158
-249.392490985,0.0200705323218,-8.78287390093e-06,-415.203286089
-248.718105773,0.0144353113706,-8.78491942208e-06,-414.082040719
-248.043716009,0.00881528954915,-8.78699107546e-06,-412.960775524
-247.369321707,0.00321046727777,-8.78908880094e-06,-411.839490558
-246.694922879,-0.00237915502612,-8.79121253775e-06,-410.718185874
-246.020519537,-0.00795357694506,-8.79336222591e-06,-409.596861524
-245.346111693,-0.013512798062,-8.79553780457e-06,-408.475517563
-244.671699359,-0.0190568179628,-8.79773921348e-06,-407.354154042
-243.997282549,-0.024585636234,-8.79996639206e-06,-406.232771016
-243.322861273,-0.0300992524626,-8.8022192796e-06,-405.111368538
-242.648435545,-0.0355976662368,-8.80449781552e-06,-403.98994666
-241.974005376,-0.0410808771462,-8.80680193931e-06,-402.868505436
-241.299570779,-0.0465488847813,-8.80913159021e-06,-401.74704492
-240.625131767,-0.0520016887344,-8.81148670703e-06,-400.625565164
-239.950688351,-0.0574392885983,-8.81386722944e-06,-399.504066221
-239.276240543,-0.0628616839658,-8.81627309656e-06,-398.382548146
-238.601788357,-0.0682688744337,-8.81870424723e-06,-397.26101099
-237.927331804,-0.0736608595976,-8.82116062059e-06,-396.139454808
-237.252870896,-0.0790376390541,-8.82364215579e-06,-395.017879653
-236.578405646,-0.0843992124028,-8.82614879167e-06,-393.896285577
-235.903936066,-0.0897455792428,-8.82868046728e-06,-392.774672634
-235.229462169,-0.0950767391746,-8.83123712139e-06,-391.653040878
-234.554983966,-0.100392691801,-8.83381869282e-06,-390.531390361
-233.880501471,-0.105693436724,-8.83642512043e-06,-389.409721137
-233.206014694,-0.110978973548,-8.83905634305e-06,-388.28803326
-232.531523649,-0.116249301879,-8.84171229934e-06,-387.166326781
-231.857028348,-0.121504421321,-8.84439292781e-06,-386.044601756
-231.182528803,-0.126744331484,-8.84709816719e-06,-384.922858236
-230.508025026,-0.131969031976,-8.84982795631e-06,-383.801096276
-229.83351703,-0.137178522406,-8.85258223344e-06,-382.679315928
-229.159004826,-0.142372802385,-8.85536093695e-06,-381.557517246
-228.484488428,-0.147551871524,-8.85816400554e-06,-380.435700283
-227.809967848,-0.152715729439,-8.86099137762e-06,-379.313865093
-227.135443097,-0.157864375742,-8.86384299153e-06,-378.192011728
-226.460914188,-0.162997810049,-8.86671878548e-06,-377.070140243
-225.786381134,-0.168116031976,-8.86961869786e-06,-375.94825069
-225.111843946,-0.17321904114,-8.87254266694e-06,-374.826343123
-224.437302637,-0.178306837161,-8.87549063086e-06,-373.704417595
-223.762757219,-0.183379419657,-8.87846252783e-06,-372.582474159
-223.088207705,-0.188436788252,-8.88145829595e-06,-371.46051287
-222.413654107,-0.193478942565,-8.88447787324e-06,-370.338533779
-221.739096436,-0.19850588222,-8.88752119788e-06,-369.216536941
-221.064534706,-0.203517606843,-8.89058820786e-06,-368.094522408
-220.389968929,-0.208514116057,-8.893678841e-06,-366.972490235
-219.715399116,-0.21349540949,-8.89679303524e-06,-365.850440475
-219.040825281,-0.218461486771,-8.89993072838e-06,-364.72837318
-218.366247435,-0.223412347526,-8.90309185845e-06,-363.606288405
-217.691665592,-0.228347991386,-8.90627636324e-06,-362.484186202
-217.017079762,-0.233268417982,-8.90948418034e-06,-361.362066626
-216.342489958,-0.238173626948,-8.91271524751e-06,-360.239929729
-215.667896194,-0.243063617914,-8.91596950249e-06,-359.117775565
-214.99329848,-0.247938390517,-8.91924688284e-06,-357.995604187
-214.31869683,-0.252797944391,-8.92254732615e-06,-356.873415648
-213.644091255,-0.257642279174,-8.92587077006e-06,-355.751210003
-212.969481768,-0.262471394503,-8.92921715199e-06,-354.628987304
-212.294868381,-0.267285290016,-8.93258640929e-06,-353.506747606
-211.620251107,-0.272083965355,-8.93597847989e-06,-352.38449096
-210.945629957,-0.276867420161,-8.9393933005e-06,-351.262217421
-210.271004945,-0.281635654075,-8.94283080884e-06,-350.139927043
-209.596376082,-0.286388666741,-8.94629094225e-06,-349.017619878
-208.92174338,-0.291126457803,-8.94977363797e-06,-347.89529598
-208.247106853,-0.295849026908,-8.95327883318e-06,-346.772955402
-207.572466511,-0.300556373702,-8.95680646504e-06,-345.650598199
-206.897822369,-0.305248497833,-8.96035647087e-06,-344.528224422
-206.223174437,-0.30992539895,-8.96392878767e-06,-343.405834127
-205.548522728,-0.314587076703,-8.96752335233e-06,-342.283427366
-204.873867255,-0.319233530744,-8.9711401022e-06,-341.161004193
-204.199208029,-0.323864760725,-8.97477897415e-06,-340.038564661
-203.524545064,-0.328480766299,-8.97843990521e-06,-338.916108823
-202.849878371,-0.333081547123,-8.98212283218e-06,-337.793636734
-202.175207962,-0.33766710285,-8.98582769197e-06,-336.671148446
-201.500533851,-0.342237433138,-8.98955442146e-06,-335.548644014
-200.825856049,-0.346792537646,-8.99330295743e-06,-334.42612349
-200.151174568,-0.351332416031,-8.99707323677e-06,-333.303586928
-199.476489422,-0.355857067956,-9.00086519607e-06,-332.181034382
-198.801800621,-0.36036649308,-9.00467877211e-06,-331.058465905
-198.127108179,-0.364860691068,-9.00851390142e-06,-329.935881551
-197.452412108,-0.369339661582,-9.01237052077e-06,-328.813281372
-196.77771242,-0.373803404287,-9.01624856672e-06,-327.690665424
-196.103009127,-0.37825191885,-9.0201479757e-06,-326.568033758
-195.428302242,-0.382685204937,-9.02406868435e-06,-325.445386429
-194.753591777,-0.387103262216,-9.02801062903e-06,-324.322723491
-194.078877745,-0.391506090358,-9.03197374622e-06,-323.200044996
-193.404160157,-0.395893689032,-9.03595797244e-06,-322.077350998
-192.729439026,-0.40026605791,-9.03996324393e-06,-320.954641551
-192.054714364,-0.404623196665,-9.0439894969e-06,-319.831916709
-191.379986184,-0.408965104971,-9.04803666773e-06,-318.709176524
-190.705254498,-0.413291782502,-9.05210469282e-06,-317.586421051
-190.030519318,-0.417603228936,-9.05619350821e-06,-316.463650343
-189.355780657,-0.421899443948,-9.06030305013e-06,-315.340864453
-188.681038526,-0.426180427218,-9.06443325467e-06,-314.218063435
-188.006292939,-0.430446178425,-9.06858405801e-06,-313.095247344
-187.331543907,-0.434696697249,-9.07275539621e-06,-311.972416231
-186.656791443,-0.438931983373,-9.07694720526e-06,-310.849570151
-185.982035558,-0.443152036478,-9.08115942117e-06,-309.726709158
-185.307276267,-0.447356856251,-9.08539197986e-06,-308.603833304
-184.63251358,-0.451546442374,-9.08964481734e-06,-307.480942644
-183.95774751,-0.455720794536,-9.09391786954e-06,-306.358037232
-183.282978069,-0.459879912422,-9.09821107217e-06,-305.23511712
-182.60820527,-0.464023795723,-9.10252436118e-06,-304.112182362
-181.933429125,-0.468152444127,-9.10685767228e-06,-302.989233012
-181.258649646,-0.472265857325,-9.11121094124e-06,-301.866269124
-180.583866846,-0.476364035009,-9.11558410374e-06,-300.743290751
-179.909080737,-0.480446976873,-9.11997709556e-06,-299.620297947
-179.234291331,-0.484514682609,-9.12438985226e-06,-298.497290765
-178.559498641,-0.488567151915,-9.12882230942e-06,-297.374269259
-177.884702678,-0.492604384486,-9.13327440271e-06,-296.251233483
-177.209903456,-0.496626380019,-9.13774606773e-06,-295.12818349
-176.535100986,-0.500633138214,-9.1422372398e-06,-294.005119334
-175.860295281,-0.504624658771,-9.14674785455e-06,-292.882041068
-175.185486353,-0.50860094139,-9.15127784733e-06,-291.758948747
-174.510674215,-0.512561985774,-9.15582715351e-06,-290.635842423
-173.835858879,-0.516507791625,-9.16039570863e-06,-289.512722151
-173.161040356,-0.520438358648,-9.16498344782e-06,-288.389587984
-172.48621866,-0.524353686549,-9.16959030661e-06,-287.266439975
-171.811393803,-0.528253775034,-9.1742162202e-06,-286.143278179
-171.136565797,-0.532138623811,-9.1788611237e-06,-285.020102649
-170.461734655,-0.536008232589,-9.18352495247e-06,-283.896913439
-169.786900388,-0.539862601078,-9.18820764153e-06,-282.773710602
-169.112063009,-0.54370172899,-9.19290912626e-06,-281.650494192
-168.437222531,-0.547525616035,-9.19762934148e-06,-280.527264263
-167.762378965,-0.551334261929,-9.2023682225e-06,-279.404020868
-167.087532325,-0.555127666385,-9.20712570423e-06,-278.280764062
-166.412682621,-0.558905829118,-9.21190172179e-06,-277.157493897
-165.737829868,-0.562668749848,-9.21669621006e-06,-276.034210427
-165.062974076,-0.56641642829,-9.22150910393e-06,-274.910913707
-164.388115259,-0.570148864164,-9.22634033849e-06,-273.787603789
-163.713253429,-0.573866057191,-9.23118984845e-06,-272.664280728
-163.038388597,-0.577568007091,-9.23605756877e-06,-271.540944577
-162.363520777,-0.581254713587,-9.24094343425e-06,-270.417595391
-161.68864998,-0.584926176403,-9.24584737967e-06,-269.294233221
-161.01377622,-0.588582395264,-9.25076933979e-06,-268.170858124
-160.338899508,-0.592223369894,-9.25570924931e-06,-267.047470151
-159.664019856,-0.595849100022,-9.26066704296e-06,-265.924069357
-158.989137278,-0.599459585375,-9.2656426554e-06,-264.800655795
-158.314251784,-0.603054825684,-9.2706360212e-06,-263.67722952
-157.639363389,-0.606634820677,-9.27564707491e-06,-262.553790585
-156.964472103,-0.610199570087,-9.28067575126e-06,-261.430339043
-156.28957794,-0.613749073647,-9.28572198465e-06,-260.306874949
-155.614680911,-0.617283331089,-9.2907857097e-06,-259.183398356
-154.939781029,-0.62080234215,-9.29586686079e-06,-258.059909318
-154.264878307,-0.624306106566,-9.30096537239e-06,-256.936407889
-153.589972756,-0.627794624072,-9.30608117907e-06,-255.812894122
-152.915064389,-0.631267894409,-9.3112142149e-06,-254.689368071
-152.240153219,-0.634725917315,-9.31636441445e-06,-253.56582979
-151.565239257,-0.638168692532,-9.32153171209e-06,-252.442279332
-150.890322516,-0.641596219799,-9.32671604188e-06,-251.318716753
-150.215403008,-0.645008498862,-9.33191733833e-06,-250.195142104
-149.540480746,-0.648405529464,-9.33713553558e-06,-249.07155544
-148.865555742,-0.651787311349,-9.34237056781e-06,-247.947956815
-148.190628008,-0.655153844264,-9.34762236914e-06,-246.824346282
-147.515697557,-0.658505127957,-9.35289087389e-06,-245.700723896
-146.840764401,-0.661841162175,-9.35817601608e-06,-244.57708971
-146.165828552,-0.665161946669,-9.3634777298e-06,-243.453443777
-145.490890023,-0.66846748119,-9.36879594916e-06,-242.329786152
-144.815948826,-0.671757765489,-9.37413060803e-06,-241.206116889
-144.141004973,-0.67503279932,-9.37948164063e-06,-240.082436041
-143.466058477,-0.678292582437,-9.38484898074e-06,-238.958743661
-142.79110935,-0.681537114595,-9.39023256251e-06,-237.835039805
-142.116157604,-0.684766395552,-9.39563231969e-06,-236.711324525
-141.441203251,-0.687980425063,-9.4010481862e-06,-235.587597876
-140.766246305,-0.691179202889,-9.40648009596e-06,-234.46385991
-140.091286778,-0.694362728788,-9.41192798279e-06,-233.340110683
-139.41632468,-0.697531002523,-9.41739178046e-06,-232.216350247
-138.741360026,-0.700684023854,-9.42287142272e-06,-231.092578657
-138.066392828,-0.703821792546,-9.42836684344e-06,-229.968795967
-137.391423097,-0.706944308364,-9.4338779762e-06,-228.84500223
-136.716450846,-0.710051571072,-9.43940475476e-06,-227.7211975
-136.041476087,-0.713143580437,-9.4449471128e-06,-226.597381831
-135.366498833,-0.716220336228,-9.45050498396e-06,-225.473555276
-134.691519097,-0.719281838213,-9.45607830181e-06,-224.34971789
-134.01653689,-0.722328086162,-9.46166700004e-06,-223.225869727
-133.341552224,-0.725359079847,-9.46727101205e-06,-222.10201084
-132.666565113,-0.728374819039,-9.47289027144e-06,-220.978141282
-131.991575568,-0.731375303514,-9.47852471179e-06,-219.854261109
-131.316583602,-0.734360533045,-9.48417426654e-06,-218.730370374
-130.641589227,-0.737330507407,-9.48983886906e-06,-217.60646913
-129.966592455,-0.740285226379,-9.49551845293e-06,-216.482557432
-129.291593299,-0.743224689737,-9.5012129514e-06,-215.358635333
-128.616591772,-0.746148897262,-9.506922298e-06,-214.234702887
-127.941587885,-0.749057848733,-9.51264642597e-06,-213.110760148
-127.266581651,-0.751951543932,-9.5183852686e-06,-211.98680717
-126.591573082,-0.754829982641,-9.52413875931e-06,-210.862844007
-125.916562191,-0.757693164645,-9.52990683123e-06,-209.738870713
-125.241548989,-0.760541089729,-9.53568941772e-06,-208.614887341
-124.56653349,-0.763373757678,-9.54148645196e-06,-207.490893945
-123.891515706,-0.766191168279,-9.54729786714e-06,-206.36689058
-123.216495648,-0.768993321322,-9.55312359652e-06,-205.242877299
-122.54147333,-0.771780216595,-9.55896357311e-06,-204.118854156
-121.866448763,-0.774551853889,-9.56481773006e-06,-202.994821205
-121.19142196,-0.777308232995,-9.57068600054e-06,-201.870778499
-120.516392934,-0.780049353707,-9.57656831762e-06,-200.746726094
-119.841361696,-0.782775215818,-9.58246461431e-06,-199.622664041
-119.16632826,-0.785485819123,-9.58837482356e-06,-198.498592397
-118.491292636,-0.78818116342,-9.59429887852e-06,-197.374511213
-117.816254839,-0.790861248504,-9.60023671207e-06,-196.250420545
-117.141214879,-0.793526074176,-9.60618825715e-06,-195.126320446
-116.46617277,-0.796175640235,-9.61215344675e-06,-194.00221097
-115.791128524,-0.79880994648,-9.61813221374e-06,-192.878092171
-115.116082153,-0.801428992715,-9.62412449103e-06,-191.753964103
-114.44103367,-0.804032778743,-9.63013021138e-06,-190.62982682
-113.765983086,-0.806621304367,-9.63614930776e-06,-189.505680375
-113.090930414,-0.809194569393,-9.64218171292e-06,-188.381524823
-112.415875667,-0.811752573627,-9.64822735967e-06,-187.257360218
-111.740818857,-0.814295316878,-9.65428618065e-06,-186.133186613
-111.065759996,-0.816822798953,-9.66035810883e-06,-185.009004062
-110.390699097,-0.819335019663,-9.66644307675e-06,-183.88481262
-109.715636171,-0.821831978819,-9.67254101716e-06,-182.76061234
-109.040571232,-0.824313676233,-9.67865186271e-06,-181.636403276
-108.365504292,-0.826780111719,-9.68477554609e-06,-180.512185482
-107.690435363,-0.82923128509,-9.69091199989e-06,-179.387959012
-107.015364457,-0.831667196163,-9.69706115673e-06,-178.26372392
-106.340291586,-0.834087844754,-9.70322294922e-06,-177.13948026
-105.665216764,-0.836493230681,-9.70939730996e-06,-176.015228086
-104.990140002,-0.838883353763,-9.71558417142e-06,-174.890967452
-104.315061313,-0.841258213821,-9.72178346611e-06,-173.766698411
-103.639980709,-0.843617810675,-9.72799512661e-06,-172.642421018
-102.964898203,-0.845962144148,-9.73421908529e-06,-171.518135327
-102.289813806,-0.848291214064,-9.74045527466e-06,-170.393841391
-101.614727532,-0.850605020248,-9.74670362722e-06,-169.269539264
-100.939639392,-0.852903562525,-9.75296407521e-06,-168.145229002
-100.264549399,-0.855186840721,-9.75923655119e-06,-167.020910656
-99.589457565,-0.857454854667,-9.76552098747e-06,-165.896584282
-98.914363903,-0.859707604189,-9.77181731639e-06,-164.772249934
-98.2392684249,-0.86194508912,-9.77812547031e-06,-163.647907664
-97.5641711431,-0.864167309291,-9.78444538156e-06,-162.523557528
-96.88907207,-0.866374264534,-9.79077698232e-06,-161.399199579
-96.213971218,-0.868565954682,-9.79712020498e-06,-160.274833872
-95.5388685994,-0.870742379573,-9.80347498172e-06,-159.150460459
-94.8637642265,-0.87290353904,-9.8098412448e-06,-158.026079396
-94.1886581118,-0.875049432922,-9.81621892639e-06,-156.901690736
-93.5135502675,-0.877180061057,-9.82260795868e-06,-155.777294533
-92.8384407061,-0.879295423284,-9.82900827396e-06,-154.652890841
-92.1633294399,-0.881395519443,-9.83541980425e-06,-153.528479715
-91.4882164812,-0.883480349378,-9.84184248174e-06,-152.404061207
-90.8131018424,-0.885549912931,-9.84827623851e-06,-151.279635372
-90.1379855359,-0.887604209947,-9.8547210067e-06,-150.155202265
-89.4628675741,-0.889643240269,-9.86117671826e-06,-149.030761938
-88.7877479692,-0.891667003745,-9.86764330543e-06,-147.906314447
-88.1126267337,-0.893675500221,-9.87412070015e-06,-146.781859844
-87.43750388,-0.895668729547,-9.8806088344e-06,-145.657398185
-86.7623794202,-0.897646691573,-9.88710764023e-06,-144.532929523
-86.087253367,-0.899609386149,-9.89361704964e-06,-143.408453911
-85.4121257325,-0.901556813128,-9.90013699456e-06,-142.283971405
-84.7369965291,-0.903488972362,-9.90666740691e-06,-141.159482057
-84.0618657693,-0.905405863706,-9.9132082187e-06,-140.034985923
-83.3867334654,-0.907307487015,-9.91975936176e-06,-138.910483056
-82.7115996297,-0.909193842147,-9.92632076802e-06,-137.785973509
-82.0364642746,-0.911064928959,-9.93289236935e-06,-136.661457338
-81.3613274124,-0.91292074731,-9.93947409756e-06,-135.536934596
-80.6861890556,-0.914761297059,-9.94606588453e-06,-134.412405337
-80.0110492165,-0.916586578069,-9.95266766209e-06,-133.287869615
-79.3359079074,-0.918396590201,-9.95927936205e-06,-132.163327484
-78.6607651408,-0.920191333319,-9.96590091619e-06,-131.038778998
-77.9856209289,-0.921970807287,-9.9725322563e-06,-129.914224212
-77.3104752841,-0.923735011972,-9.97917331404e-06,-128.789663178
-76.6353282189,-0.925483947239,-9.98582402127e-06,-127.665095952
-75.9601797455,-0.927217612958,-9.99248430961e-06,-126.540522587
-75.2850298763,-0.928936008998,-9.99915411084e-06,-125.415943137
-74.6098786238,-0.930639135227,-1.00058333566e-05,-124.291357656
-73.9347260001,-0.932326991519,-1.00125219786e-05,-123.166766199
-73.2595720178,-0.933999577745,-1.00192199085e-05,-122.042168819
-72.5844166892,-0.93565689378,-1.00259270779e-05,-120.917565571
-71.9092600267,-0.937298939498,-1.00326434184e-05,-119.792956507
-71.2341020425,-0.938925714775,-1.00393688617e-05,-118.668341684
-70.5589427491,-0.94053721949,-1.00461033393e-05,-117.543721153
-69.8837821589,-0.942133453518,-1.00528467829e-05,-116.419094971
-69.2086202842,-0.943714416741,-1.00595991239e-05,-115.294463189
-68.5334571373,-0.945280109039,-1.0066360294e-05,-114.169825864
-67.8582927307,-0.946830530293,-1.00731302247e-05,-113.045183048
-67.1831270767,-0.948365680385,-1.00799088475e-05,-111.920534795
-66.5079601877,-0.949885559202,-1.00866960938e-05,-110.795881161
-65.832792076,-0.951390166627,-1.00934918952e-05,-109.671222198
-65.1576227539,-0.952879502547,-1.01002961832e-05,-108.546557961
-64.482452234,-0.954353566849,-1.01071088891e-05,-107.421888504
-63.8072805285,-0.955812359423,-1.01139299446e-05,-106.29721388
-63.1321076498,-0.957255880156,-1.01207592809e-05,-105.172534145
-62.4569336102,-0.958684128942,-1.01275968295e-05,-104.047849352
-61.7817584222,-0.96009710567,-1.01344425219e-05,-102.923159555
-61.1065820981,-0.961494810235,-1.01412962893e-05,-101.798464808
-60.4314046503,-0.96287724253,-1.01481580632e-05,-100.673765165
-59.756226091,-0.964244402453,-1.0155027775e-05,-99.5490606803
-59.0810464328,-0.965596289897,-1.01619053559e-05,-98.4243514081
-58.405865688,-0.966932904762,-1.01687907374e-05,-97.2996374022
-57.7306838689,-0.968254246947,-1.01756838507e-05,-96.1749187168
-57.0555009879,-0.96956031635,-1.01825846272e-05,-95.0501954059
-56.3803170573,-0.970851112874,-1.01894929982e-05,-93.9254675235
-55.7051320896,-0.972126636421,-1.01964088948e-05,-92.8007351238
-55.0299460971,-0.973386886894,-1.02033322486e-05,-91.6759982608
-54.3547590922,-0.974631864198,-1.02102629905e-05,-90.5512569886
-53.6795710873,-0.975861568238,-1.0217201052e-05,-89.4265113612
-53.0043820946,-0.97707599892,-1.02241463643e-05,-88.3017614328
-52.3291921266,-0.978275156154,-1.02310988585e-05,-87.1770072573
-51.6540011957,-0.979459039848,-1.02380584659e-05,-86.0522488889
-50.9788093142,-0.980627649913,-1.02450251177e-05,-84.9274863817
-50.3036164945,-0.98178098626,-1.02519987451e-05,-83.8027197896
-49.6284227489,-0.982919048801,-1.02589792792e-05,-82.6779491669
-48.9532280899,-0.984041837451,-1.02659666513e-05,-81.5531745675
-48.2780325297,-0.985149352123,-1.02729607924e-05,-80.4283960455
-47.6028360808,-0.986241592734,-1.02799616337e-05,-79.3036136551
-46.9276387556,-0.987318559201,-1.02869691064e-05,-78.1788274503
-46.2524405664,-0.988380251443,-1.02939831415e-05,-77.0540374852
-45.5772415255,-0.989426669379,-1.03010036702e-05,-75.9292438139
-44.9020416454,-0.990457812929,-1.03080306235e-05,-74.8044464904
-44.2268409384,-0.991473682014,-1.03150639326e-05,-73.6796455689
-43.5516394168,-0.992474276559,-1.03221035285e-05,-72.5548411033
-42.8764370932,-0.993459596486,-1.03291493424e-05,-71.430033148
-42.2012339797,-0.994429641721,-1.03362013052e-05,-70.3052217568
-41.5260300888,-0.995384412189,-1.0343259348e-05,-69.1804069839
-40.850825433,-0.99632390782,-1.03503234018e-05,-68.0555888833
